tweet,label
"My friends and family in Connecticut want to donate warm clothing , blankets , food , water , batteries , etc. We would like to physically help with debris removal , clean-up , etc. Please let us know where we can drop off these items and lend a hand on Sunday , November 11th. Thank you ! ! * * * * * * * *",Food
"as per your website ....... knocking on doors handing out supplies and info , making phone calls ...... deliveries and/or pickups ...... etc ....",Energy
"Need a truck load of water ( NOT DRINKING ) to be able to start disinfecting home in Breezy Point. I have the cleaning service , but they cannot begin since there is no water in Breezy Point.",Water
I speak Spanish and French. I can donate clothing if needed and food,Food
Gut wrenching and heart warming volunteering alongside Americas ' national guard distributing food and H2O after hurricane Sandy until 7pm.,None
I need groceries ... not because of the storm ... Just legit need groceries.,Food
Putting a blanket & amp ; pillow in my car too. Also have 2 bags of food & amp ; snacks to bring to work. # Sandy,None
@ Lawrence @ thelastword we too indulge in comfort food in times of storm,None
Its krazii outside ... hopefully sandy is gone even tho it left sum places a mess. Hope every1 is safe nd is okay. Glad the rain has stop.,None
canned and fresh food ( apples and veggies ) diapers clothing baby supplies hygiene products toys,Food
bag of cat food,Food
"On 12/10 * * * * * * e-mailed * * * * * * and copied LES. Message below : After checking the donations in the office , I unfortunately do not have any baby food. Right now , I have : Blankets 1 woman 's coat 1 boys coat ( XS , ages 4-5 ) Various hygiene products 2 bags of beans Infant multivitamins Lots of baby wipes Batteries If you need any or all of the following , please call me today at * * * * * * * * * * * * * and we can arrange a meeting place. * * No response from * * * * * * * * but follow up is needed * * * Thanks , * * * *",Food
"Baby blankets , regular blankets , gently used coats and jackets , teddy bears , packets of tea or hot chocolate mix , woolen caps , gloves ,",Food
"Cases of bottled water , Blankets , Boxes of Wipes , some baby food",Food
"Legos , A file cabinet Girl clothing Books Games Storage shoe boxes from Container Store Miscl items Please let me know where I can send this group miscellaneous supplies. Thank you !",Food
Non-perishables are needed at 23-80 28th st in astoria !,Food
"Diapers , baby wipes , disposable gloves , socks , shampoo , bar soap , dog food , sanitary pads , tampons , bath towels",Food
@ StaceyStone glad to hear that u guys r safe ..... let the snacking commence ! ! ! # likeineedahurricanetohappentojustifysnacking,None
"One of our canvassers has informed us that people at the Astoria Houses on * * * * * * * * * * * * * * * * * * * * * * * * * * * * are without many basic needs that can be met through donation. We hear that people "" need everything "" : Water , Food , Flashlights , Batteries , Warm Clothes , Candles , Diapers. It 's likely this will be a sustained need as they do not expect to have power until Monday. They are also still in need of pumps for clearing flooded basements. Beginning at 2pm we will be collecting donations at * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * , which will be transported en masse to the site later in the day. Contact * * * * * * * * * * * * * * * * * * * * * * * . Please respond in the comments if you need more info , can help coordinate transport , or think you can help meet any of these needs. https : //astoria.recovers.org/news/509155964eae3524450034c3",Energy
"Great ... While everyone has been out having fun , I 'm storm prepping the shore house ... & amp ; the wind is already OD down here & amp ; im by myself",None
"This hurricane info is pissin me off. Stay off the roads , away from the water & amp ; & amp ; make sure your flashlights and food are on deck ! !",None
Really hope this Hurricane doesn 't happen. # foodie # deals # plans # nj # nyc # SCBD,None
"Safe food , baby formula for those with severe food allergies and Celiac.",Food
"Female undergarments , animal supplies , children 's toys , men/women 's socks , boots , jackets , non-perishables , blankets",Food
I 've been in line at D 'Agostino 's for an hour now. # sandy,Food
"Update from Red Hook : Red Hook Projects houses over 5,000 people. All of whom are without power & food. We have located a larger Kitchen in the area who will act as a HUB to receive food donations. Please send Rice , Beans , Canned food , etc to : St. Jacobi Church 5406 4th Ave Brooklyn , NY 11220",Food
What is going on with the gas situation in New York .... 9 days after Sandy and impossible to get gas ..... Why ?,None
Can cook and serve food,Food
“ @ chrisaldo : im very excited for the hurricane thats coming # iloverain” wait what .....,None
sandy .... youre weak. # justsaying,None
"what can i donate ? clothes , food ?",Food
"Happy to do clean up and assist more skilled workers ( like someone who does tree removal , happy to lift/move branches , do whatever is needed ) . I 'm a trained cook so I can prepare food , sort food , help organize delivery , etc.",Food
"You bet my calculator runs on batteries # Sandy will have to try harder # b @ Jarro Building Industries , Corp. http : //t.co/17bfchzN",None
I would love to give clothing and canned food,Food
we live up in maine and i will coordinate food/blankets etc ... what ever you folks need from up here and arrange to drop off at a site you specify. please call/email and let me know what you need and where to drop off.,Food
"I have C and D batteries , candles , diapers.",Energy
"We have clothing ( sweatshirts , sweaters , socks ) , as well as non - perishable food",Food
I have general household tools and a case of bottled water !,Water
Canned Food,Food
"Hi , I 'm interested in donating non-perishable canned food. What I want to do is buy food online from Costco and ship it directly to a location. I don 't have a car so I cannot do it myself. I 'm very eager to help. I have everything ready and I can donate hundred of servings of canned food in # 10 cans , a total of 6 cans. Please tell me if I can ship them somewhere or if it is helpful to purchase # 10 cans of food. Thank you. - * * * * * * * * * * * * * * * *",Food
Finally left the apt .... right outside the front door. # sandy @ 400 Central Park West http : //t.co/VxOD1wry,None
"I also love to cook , I can bring food or make food or distribute food ... I have a dog/cat so am experienced with dogs/cats and can help with pet care/dog walking.",Food
"We are planning to have drive at our school to collect items such as gently used sheets , towels , blankets , clothing , toys , stuffed animals and non-perishable food. What are the specific needs and how can we get these items to you ? We are a small school in Hamden , CT. * * * * * * * * * * * * * , Social Worker , Foster School , * * * * * * * * * * * * * , * * * * * * * * * * * * * * * * * * *",Food
food service,Food
"We have about 500 brownbag meals that can be delivered at around 3 : 30pm-4pm. Do you know of any locations that can use them ? They do not have to take all 500. The brownbags consist of 1 or 2 sandwiches , a snack , and a juice. There 's pb&j 's , turkey & cheese , veggie , and just cheese.",Food
@ MPCStorm thank you for working hard ! Still no power after # sandy but is good to know you guys are helping us ! http : //t.co/2IioV1ve,Energy
So accustomed to the aftermath of Sandy and no traffic lights that we just patrolled down the streets uptown and almost got ran over ........,None
"We are not currently accepting clothing donations at this time because we are unable to process them. There are very limited resources and facilities to sort , store , and distribute clothing in the disaster area -- there are literally piles of clothing going to waste as many people have severe damage to their homes and no dry place to keep them and they are getting moldy & dirty. Donations of gently used clothes should go to the Salvation Army or Goodwill accordingly. Donations of non perishable items such as ready to eat items ( tuna , soups , pasta , cereal ) , water , batteries , flashlights , and cleaning supplies are always welcome at our donation drop off at 23-74 38th st btwn 23rd ave & Astoria Blvd. Thanks !",Food
cooked chicken,Food
"clothes for baby kids woman men , food , non perishable food , tools , toys , paper , furniture , any products ,",Food
The amount of food my mom got for this storm & gt ; & gt ;,None
"I 'd like to donate blankets , coats , shoes , clothing , hot meals , children 's books , etc.",Food
"I have a few boxes of baby food in pouches , baby cereal puffs , and squeeze snacks for kids and adults in pouches. A can of baby cereal that can be made with hot water , bags of freeze-dried yogurt snacks for kids. All shelf-stable. These are items left over from my time working for and sampling items for a baby company , and I no longer need them. I 've boxed/bagged them up to go. Please let me know how I can help !",Food
"We have a small mass of clothing , non-perishable food , personal hygiene items , etc that we would like to donate.",Food
I feel like this hurricane is taking us back to the olden days ... gonna go hiring a foraging for food in the forest tomorrow,None
"non perishable food , baby supplies , hygeine products , clothing",Food
"non-perishable , any pet food as well , hygiene products , water , baby supplies",Food
Emergency alert .... its another hurricane irene lmao,None
Zone A & amp ; away ... evacuating but think it 's crowd frenzy vs. Danger ... is sandy worse than Irene ?,None
Some yard/hand tools.,Medical
Great organizational skills sorting donated goods. Worked past weekend sorting clothes and food items donated by Toledo area to fill 3 30 ' trucks. Have worked with seniors and children. Computer and office skills. Food prep. 3/4 ton truck 4x4. My husband is retired and ready to help as well.,Food
"We were here for the marathon and would like to help in some capacity nov 3-6 if there is clean-up , meal preparation , debris removal , food service that we can do , short term please let us know. There are two of us.",Food
"non-perishable food , clothing , hygiene products , candles",Food
"Water ( jugs and bottles ) , canned food , coffee , cup-o-noodles",Food
"no power , trees are down on every block and inside houses , and now their evacuating due to gas leaks. # ohmy # SANDY",Energy
Canned food and non-perishables,Food
3 trays of hot food for lunch tomorrow Friday.,Food
Stocking up on some food before the storm ( @ Western Beef ) http : //t.co/grQqaolg,None
"Right now is that calm before the storm .... No rain .. No wind .... "" yet """,None
"I have women 's clothes , baby clothes , and canned goods. Please tell me to drop it off , i live in manhattan so if there are any dropoff locations here that would be great since i do not have a car.",Food
4 bottles,Water
The storm didn 't kill me. It just knocked out the power for a minimum of 7 days which includes the cell phone towers ... # alive,Energy
I am a cook. I can prepare large amounts of food without any difficulty.,Food
"passing out supplies , passing out food/meals etc. I am free tomorrow during the day .... let me know when you need help in Red Hook on Hicks",Food
"My daughters and I would love to donate our time to help those in need. My daughters are teenagers. We can help with food prep , service , child care , pet care , transportation. Just let us know what we can do ! We are here to help !",Food
My name is * * * * * * * * * * * * * * * and I work for Corcon. Corcon is a general contracting company and we are interested in have some employees volunteer their time this upcoming Sunday ( Some are laborers and some work in the office ) . If someone could give me a call back at * * * * * * * * * * * * * * * * * * * * * or * * * * * * * * * * * * * I 'd like to see if there is something we can try to do to help.,Food
"I have winter clothing ( hats , scarves , gloves ) , cleanup supplies , hygiene products , non-perishable food.",Food
I can donate food. Cloths . Toys. Baby supply .,Food
"hi , * * * * * ! Non perishable food items should be brought to * * * * * * * * * * * st btwn 23rd ave and Astoria Blvd",Food
And ..... The lights went out with a big boom. Tree fell down 4 houses up the road. # Sandy # CTSandy # hurricane # Southbury,None
@ MarinaFoley oh god this is bad and the storm barely hit us yet ......,None
"* * * * * * * * at * * * * * * * * * * * * * * is in need of help ASAP. The building residents are mostly elders in need of water,batteries,flashlights .. most of them are trapped in their apartments because they cant go up and down the stairs to get supplies uptown. No electricity,hot or cold water. If i can get someone whith a truck from Queens where i can get supplies i will truly appreciated the help to bring them wherever we can. Also the door to door will require some more people to bring it to them going up stairs.",Water
"Hi , I wanted to donate 40 dozen cupcakes/cookies to Sandy victims. If you could help me find somewhere to donate baked goods that would be great- thank you ! * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *",Food
“ @ LoDownNY : Con Ed Cuts Power to Lower East Side http : //t.co/w6SKRPJM # sandy yup. No power at 2nd st & amp ; ave a. # les,Energy
* * * * * * * * * * * * * * in astoria is in need of water and batteries now to bring to locations,Water
Experience as a public school teacher and a teaching artist. Comfortable with public speaking. Intermediate Spanish language skills. Can distribute food or information.,Food
Ok - hopefully I didn 't just post this twice - my church is gathering bottled water and nonperishable food to donate to the victims of the hurricane. Is there still an Astoria dropoff location ?,Food
I 'm a nutritionist and would be also happy to help with any food distribution/food pantry work.,Food
"I can assist in handing out supplies , water , etc. I can probably also help with completing FEMA forms , SNAP ( food stamp ) benefit applications or replacement food SNAP applications , etc. I used to work for the dept of public welfare in PA , so im pretty good with paper work of all sorts.",Food
I have a comforter to give. I could also give temporary shelter. I could also give a hot meal.,Food
Can 't even wrap my mind around the images of Atlantic City ... the whole city is completely under water .... # Sandy,None
"We are starting a collection up here in the seacoast of NH. I am willing to bring down items. We are collecting Non-perishable food , clothing , blankets , hygiene products , and some home goods. Please let me know where this is needed. We will be coming down in the next 2 weeks. Thank you.",Food
It 's snowing ... A lot ...... Oh HAYLL nah ! ! ! ! No ! No ! No ! # stormpart2,None
"i can prepare food or serve , or bring to people in need.",Food
Willing to donate canned food and or other non-perishable food and/or hygiene products as needed.,Food
@ Gothamist @ RedCross feeding site info page for Long Island http : //t.co/xiLdMjfX # sandy # sandyvolunteer,Food
"i 'm a hard worker and can bring some tools> i was hoping to drop off cleaning supplies , and personal hygiene items this Saturday.",Food
Possible 140 mph winds .... Hurricane Katrina had 110 mph winds .... needless to say I 'm already planning my evacuation list,None
"I offered to donate about 50 items : canned beans , etc. However , I would be willing to make a large batch of bean chili ( vegetarian ) and turkey hot dogs in rolls and wrapped in foil. I could provide the chili in a large serving container ( aluminum catering style ) or in styrofoam cups with caps. I could package these together or separately in small lunch bags , and include juice paks or a small water , napkins , and plastic utensils. This would be instead of , or in addition to , the canned and boxed items. Please let me know if such hot meals/snacks would be welcome !",Food
"i can donate whatever is needed : food , clothes , coats , blankets , baby food/supplies , whatever.",Food
"Clothes , shoes , baby clothes , soap , baby swing and walker",Food
Sandy needs to go somewhere ... Im tired of being in the house .... # bored,None
Non-perishable foods and hygiene products,Food
# SandyHelp please help ! Sandy litterly broke Atlantic City .... Ventnor is like a ghost town .... This hurts like hell i my heart .... HELP !,None
At Jets vs Dolphins game ..... good time before the storm.,None
We have many fresh sandwiches and want to donate. we are on the uws. can go anywhere in manhattan.,Food
"Hurricane # Sandy I hate you ! ! Another day with no power , they are saying NEXT week , I 'm gonna die !",Energy
I can help deliver food to seniors who are trapped in their homes. I speak Mandarin and Cantonese.,Food
I want to help clean up. I can lift heavy things and don 't mind shuffling water out of a basement,Water
"Sandy Takes NY Out : ..... and now the morning after , this is no lovable affair. @ NYCurrent @ New York http : //t.co/tqqvBf80",None
... is sandy .. just a storm or partially cause of global warming ... ? ? ? Think again ...,None
"I am a member of AA and wanted to bring meetings to those in need Staten Island , as well as help out with providing food , clothing and clean up as needed. Thank you * * * * * * * * * * * * * * * *",Food
I have pet food and baby food to donate. I 'd like to drop it off. I 'm at * * * * * * * * * * * * * * * * * * * * * * * * * Walking distance is preferred. Thank you.,Food
"Hi , I 'm with a group at GE in upstate NY that has been collecting a large amount of items. We 've been working with 4 local schools as well. The collection is ongoing until Friday , so I don 't have a definite list of what we will have , but so far the list is : Buckets , shovels , mops Work gloves Stick-up LED lights Books/toys Backpacks Flashlights Cleaning supplies Non-perishable food First aid supplies Socks Underwear Batteries Diapers Personal hygiene supplies If any of your locations could use these supplies , please let me know. I am driving down to the area on Saturday , November 17. I will be coming down with at least 1 other volunteer , and we would love to volunteer in any capacity that is needed. Thanks , * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *",Food
A van full of food water clothes blankets kitchen and bathroom miscellaneous garbage bagss gloves,Food
bottled water,Water
"@ shellyjack523 : Oh , you know , just getting ready for # Frankenstorm. Wine ... check. candles ... check. wine .... check. sounds very good ... !",None
Lights flickering powers going off ! Come on sandy what you got !,Energy
Sandy these .... I was out for a while. A tree fell though ... didn 't fall on me so it 's cool,None
Winds picking up .... Sandy has turned toward Jersey ... She 's going to the Jersey shore ... She 's one pissed off woman ....,None
I can cook and would be happy to try to provide meals or serve in a soup kitchen.,Food
Anyone besides ourselves and @ fogcreek experiencing outages due to Sandy ?,Energy
"Any items needed ! Food , hygiene products , pillows/blankets , please tell me what 's needed ! I can also make some hot meals to bring at dinner !",Food
7a.m ... i actually slept pretty good last night ! Power stayed on. Can feel # Sandy subsiding ....,None
clothing ( wide range of styles and for various ages ) ; non-perishable food ; hygiene products,Food
"I have a bike , I can help clean up , bring food to locations , help prepare foods and goods for delivery and can deliver stuff if I can attach a larger unit to my bike. I can also help walk and feed animals.",Food
FEMA and National Guard comin thru to Bring water n food ... ill be waiting,Food
"I can serve food , help visit places in need. Clean , build ( novice level ) .",Food
Seniors are living in the Seward Park Co-Op top floors with no power or water. They desperately need help. Please get the word out to send help. * * * * * * * * * * * * * * * * * .,Water
I would like to donate a turkey for Thanksgiving to someone in need !,Food
"just can do physical work , handing out food. delivery of meals",Food
We need the boat removed from the front of my home .. It is not my boat nor car which is crashed through my fence and has bounced off the home several times ... the fear the it could cause the small bungalow more damage is extreme. Thanks * * * * * * * * * * * * * * * * * * cross street Laconia.,Energy
I could prepare hot or cold meals and transport them anywhere is Brooklyn.,Food
"Can help handing out clothes , food. Get medication to the elderly and children. Can help move furniture. Can help paint , hammer , lay tile.",Food
Distribution of food and other material,Food
"clothing , some canned and boxed foods , a few pillow cases , shampoos and hair brushes.",Food
Lower Manhattan has invaded Upper Manhattan. Proud to be a host to the power less Manhattanites. Its a party in the UWS. # sandyaftermath,None
We just spent $20 on food at the herald sq market and they refused to let us charge our phones for a few mins # boycott # sandy # nyc,None
"training in art conservation , recovery of damaged materials , working w/materials damaged by water/mold",Water
"jackets , socks , hats , gloves , water , $15 Home Depot card , candles",Water
"Email for project backpack is incorrect .. it is boowag74 not 76. Thank you for posting my charity here , I 've received donations from your listing ! ! Great job !",Food
"My youth group , 17 strong can get together and cook 10+ pans of hot pasta dishes to deliver for a hot meal. We would like to prepare and delivery/serve if possible. Also if needed we can collect food or food for distribution and would love to lend a hand. We are 17 strong and ages 9 - 12 with adult chaperones. TWIST , Tweens with Intense Spirit Together , the FUMC in Somerville NJ. Please let me know what we can do , * * * * * * * * * * * * * *",Food
"Cleaning , serving food , etc",Food
"Interested in food service help , donations , etc.",Food
How the * * * * am I supposed to get @ MeekMill new album when I ain 't got power ? * * * * outaaa here sandy !,Energy
@ littlefoodcafe is back in business.Food deliveries=full menu !Accepting donations 4 neighbors displaced by storm.Please help ! # NJResilience,None
"ready to eat food-pop-top tuna and chicken , shelf stable milk , cereal , bread , juice , peanut butter and jelly",Food
"need plumber to check furnace , and hot water heater after my basement was flooded out.",Water
Is there a drop off center for clothing and food donations ?,Food
"We did a large donation drive in our community. We have adult children and infant clothing , toys , nonperishable food , prepaid cell phone , pet supplies , baby supplies , blankets , winter gear , it is all seperated organized and boxed. We can deliver next sunday",Food
I want to donate food clothing hygiene baby supplies. Can someone contact me. I have a large donation,Food
"Clothes , movies , books , canned goods , cardboard boxes , comforter",Food
Time to annoy the downstairs neighbors and hop on the old trainer ... keeping the legs loose # sandy can 't hold me down .. # Triathlon,None
"i have a few power tools , circular saw , drill etc. , and a bunch of hand tools rachets hammers screwdrivers and hard ware screws and nails and such and painting supplies",Medical
2 pizza pies,Food
can bring food water etc,Food
"We are not currently accepting clothing donations at this time because we are unable to process them. There are very limited resources and facilities to sort , store , and distribute clothing in the disaster area -- there are literally piles of clothing going to waste as many people have severe damage to their homes and no dry place to keep them and they are getting moldy & dirty. Donations of gently used clothes should go to the Salvation Army or Goodwill accordingly. Donations of non perishable items such as ready to eat items ( tuna , soups , pasta , cereal ) , water , batteries , flashlights , and cleaning supplies are always welcome at our donation drop off at 23-74 38th st btwn 23rd ave & Astoria Blvd. Thanks !",Food
"I can cook meals for those who need , or for relief workers. Help pack meals to deliver , or help deliver. Available for weekend volunteering.",Food
All I know is when sandy hits .... If she does ...,None
"Want to help delvier supplies , debris removal , bring food and clothing , etc.",Food
"To Whom it May Concern , My name is * * * * * * * * * * * * * * * * * and my friend and I have recently held two donation events in White Plains , NY for the victims of Hurricane Sandy. We have collected most of what you list below so rather then sending you multiple forms here is a list of items we have : * Men 's & Women 's coats and winter wear * Children 's coats and winter wear ( boys & girls ) * Children 's and baby toys and stuffed animals ( all new w/tags ) * Baby supplies - clothes ( all new w/tags ) , formula , food , diapers , wipes etc. * Non-perishable foods * Blankets ( all new w/tags ) * Toiletries/Hygiene products * Cleaning Supplies * Water * Pet food Please let us know if there is anything you need. We want to help in any ways we can. My email address is * * * * * * * * * * * * * * * * * * * * * * * * * * . Thank you and I look forward to hearing from you. Sincerely , * * * * * * * * * * * * * * * * n * * * * * * * * * * * * * * *",Food
clothing and food,Food
"From Chicago - we have boxes of clothing , shoes , bed sheets , baby supplies , toilet paper , non perishable foods , batteries , etc that we would like to donate. Please respond with an address we can ship to. Thanks and God bless !",Food
3 Large Quilts Baby clothes & Blankets & supplies/ Feminine supplies/ Towels/ non perishable foods,Food
"Have single use baby bottles and nipples from hospital , as well as baby formula. Also have mens and womens clothing.",Food
"Dog food , blankets , food.",Food
"Batteries , Diapers , Toiletries , Children 's socks , Heavy Duty Trashbags , Juice boxes , children 's Tylenol , paper towels , bleach",Energy
"2 boxes of granola bars , 2 cans of white chicken , 2 cans of tuna fish , 2 cans of black beans , 1 can of kidney beans , 1 can of tomato soup , 1 can of pinto beans , 1 can of pigeon peas , 2.5 gallons of water.",Food
"I teach at a Middle School in PA , but have family on Staten Island. We would like to donate whatever items you need. Please let us know. we are glad to shop for the items and drop off. We have donated grocery store cards and could donate food , baby products , hygiene products , food etc.",Food
Long day at the church. Delivering hot food all day- so worth seeing their smiles. # JERSEYSTRONG # sandyrelief,Food
@ alexalombardi97 snow is wet & amp ; heavy weighing down the power lines that r already week from Sandy ....,None
"i have women 's clothing to donate ( jackets , sweatshirts , jeans , sweatpants , undergarment-new ) , toiletries. Also willing to bring a hot meal for a family.",Food
"Congregation Shaare Zedek on the Upper West Side has collected a big donation of food , water and batteries for the LES. We are looking for someone with a car to help deliver these items to 10th street and Avenue D , where we will partner with Operation Blessing to distribute these items. Does anyone have a car to help us ?",Food
I can make/organize food and donations.,Food
Distribution of food and other material,Food
Multiple Bags of Mens and Womans Clothing. And we have food non perishable to donate. We just need to know where to drop it off in New Jersey or around our home. We live in Downingtown PA.,Food
food distribution ! Cleaning !,Food
Can help distributing food/water to those in need.,Food
Happy to drop off whatever is most needed. Food and flashlights.,Food
I run a non profit - so I 'm a good organizer if you need any more of those. Available most weekends. Live near red hook Also my husband is an electrician and my son is a strong teenager if you need some grunt work !,Food
I could provide food and temporary shelter for ( friendly dogs ) .,Food
"I have water , batteries , towels , garbage bags , and some cleaning supplies to donate. Please let me know what you need and where I can drop them. Thanks.",Water
Happy to help with food/water collection or distribution. Available most of this weekend,Water
Food,Food
A&D ointment disposable gloves size 4T-5T pull ups - several boxes,Medical
"Blankets , baby supplies , dog & cat supplies , jackets , cleanup supplies",Food
can deliver food/meals,Food
"* * * * * * * * * * * * * * * * * * * * * will coordinate for * * * * * * * * * * * * * * * * * ( 80 ) and his wife , * * * * * * * * * who are stuck on the * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * Pl ( between Houston and Bleeker ) with very little food and water , no electricity , elevator or phone. There may be other seniors in the building as well.",Water
"i have men 's clothing , t shirts , jeans , socks and a few women 's pants. i have some canned goods and pasta as well.",Food
"I have a big comforter , several cans of food , 4 candles , 2 large boxes of matches. Will try to gather some feminine products , etc. as well. It 's not a huge amount , but hopefully all helpful stuff !",Food
I can help with food if needed.,Food
"We are not currently accepting clothing donations at this time because we are unable to process them. There are very limited resources and facilities to sort , store , and distribute clothing in the disaster area -- there are literally piles of clothing going to waste as many people have severe damage to their homes and no dry place to keep them and they are getting moldy & dirty. Donations of gently used clothes should go to the Salvation Army or Goodwill accordingly. Donations of non perishable items such as ready to eat items ( tuna , soups , pasta , cereal ) , water , batteries , flashlights , and cleaning supplies are always welcome at our donation drop off at 23-74 38th st btwn 23rd ave & Astoria Blvd. Thanks !",Food
"Our company wants to send supplies like batteries and diapers. Pls confirm you 'd like this to be sent. Ideally I 'll hear from you by Saturday or Sunday. Thank you , * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *",Energy
"Clothing , Beverages , Baby Supplies , Non Perishable Food , Garbage Bags",Food
"administrative , food distribution",Food
Boxes Of Toothpaste,Medical
"candles , bottled water , art supplies for kids",Water
Welcome winter .... Terrible time to come ... After a tropical hurricane ... # globalwarming # sa @ Staten Island http : //t.co/eyJFLS4k,None
I am not a professional but have experience with tools. Hand tools and power tools,Medical
@ RandomCravings your welcome. If I can help in anyway let me know. # localsunite # Sandy # foodies,None
“ @ JimGaffigan : # Sandy proves there’s nothing more American than buying tons of food when it’s raining.”,None
"I represent a company in Shelton , CT that would like to donate 2 pallets of spring water to the Staten Island relief effort. The water will be trucked in Saturday ( tomorrow ) morning. There is so much info out there we could use some advice as to where to deliver it. * * * * * * * * * * * * * * * * * * * * * * *",Water
Distribution of food and water Helping in shelters and temporary sites,Food
"We are not currently accepting clothing donations at this time because we are unable to process them. There are very limited resources and facilities to sort , store , and distribute clothing in the disaster area -- there are literally piles of clothing going to waste as many people have severe damage to their homes and no dry place to keep them and they are getting moldy & dirty. Donations of gently used clothes should go to the Salvation Army or Goodwill accordingly. Donations of non perishable items such as ready to eat items ( tuna , soups , pasta , cereal ) , water , batteries , flashlights , and cleaning supplies are always welcome at our donation drop off at 23-74 38th st btwn 23rd ave & Astoria Blvd. Thanks !",Food
She 's bringing the gallons to CAAAV tomorrow along with batteries.,Energy
"* * * * * * * * * * * * * * - her father is at Verazano Nursing Home , * * * * * * * * * * * * * * * * * * * * * . His name is * * * * * . Can you please check to see if the hospital is okay and let her know ? She is worried about him and cannot get through. Her number is * * * * * * * * * * * * * . Thanks !",Food
Huge tree across the street just completely uprooted and fell about a foot away from our neighbors house ... Lights flickering ... Sandys here,None
"I want to donate clothing , non-perishable food , baked goods.",Food
"Everyone just chill out , whole foods still has cashew nuts & amp ; goji berries # frankenstorm # baree @ Whole Foods http : //t.co/tcWHmF4D",None
"I have multiple toothbrushes and mini-toothpastes , and am willing to make hot food.",Food
"Just generally want to help out -- cleaning , packing food , etc. Thanks !",Food
Costco in New Rochelle just got gas ... it 's probably a 5-8hr wait ... but it 's here ! # HurricaneSandy # @ Costco http : //t.co/SKi5UPQc,None
"byebye power , should have stocked up on alcohol before this storm.",Energy
"approximately 6 cans of vegetables - carrots , green beans , peas , and corn.",Food
Keep on bringing the non-perishables as well as water ! We need tons of supplies now because most drop off locations have enough clothes.,Food
"Am happy to purchase cleaning supplies , clothing or food.",Food
I can bring food and/or basic need items.,Food
Also any type of food if needed.,Food
( 2 ) liter bottled water,Water
"clothing , non-perishable food , hygiene products",Food
The third fight I had to diffuse in a span of 24hrs ..... c 'Mon people quit actin like Savages .... # sandy,None
"Hi , I am trying to get some information and help my neighborhood fo co-op in Philadelphia coordinate a donation collection. There is interest in collecting items ( clothes , non-perishable food and water , baby supplies , toiletries , etc. ) and get them to those who need it. The interest is there , but transportation may be a problem. There has also been an interest expressed for providing temporary shelter ( an extra bedroom , for example ) but those interested do not know how to do something like that. Any assistance you can provide to help us give a helping hand to others would be greatly appreciated.",Food
First episode of Homeland in ... not sure what made me more tense ... that or Sandy 's winds. # frankenstorm,None
# Sandy welcome ......,None
"We can donate Hygiene products , cleaning supplies,nonperisabhle and hot meals , toys/recreation program , clothing , etc",Food
"Sent email , matched to Seniors are living in the Seward Park Co-Op top floors with no power or water.",Water
Hurricane ..... but you can call it Slurrrr-Icane ...... Slurr-Icane ..... strong enough to start a engine mayne ! !,None
WAIT ....................... so when 's the hurricane supposed to hit ? ?,None
"We are coming on Monday with a 20 ' car hauler we have collected water and coats then added toiletries , non perishable food and blankets and gently used clothing. We are going to Staten Island but they will not accept anymore clothing so wanted to see what your needs were if we could help.",Food
Winter coat Gloves Hat Scarves Shirts Water Hygiene products,Water
E-mailed * * * * * * * * to specify the non-perishable food that she can donate.,Food
Aaaaand the powers gone. It was fun while it lasted. This just got real. # sandy,Energy
"We have over 50 seniors located at * * * * * * * * * * * * * * * * * * who are without electricity , cannot go down stairs , and are running low on food supplies.",Food
Any type of hot or catered meals that are needed.,Food
"i could donate toiletries , books for children , toys for children , adult and toddler clothes. i also have non perishable foods and water , plastic utensils , paper towels and toilet paper and dish detergent. please tell me where to bring this",Food
TEA,Food
"@ AHurricaneSandy is all talk , just like irene last year ...... I just wab my subways open",None
"Cleaning supplies and products , non perishible foods , pet food , batteries , flashlights,baby wipes diapers food , garbage bags , work gear etc. NO CLOTHES We need an address for our 52 ' truck to deliver these goods.",Food
sculptor so reasonably handy with tools,Medical
"Hot Food- 2 Trays of Egg Casseroles for either Saturday , Nov. 10th or Sunday , Nov. 11th in the morning. Please let me know when & where this would be most useful.",Food
@ VictorManibo That 's the plan. Last hurricane we had a street hockey game in the middle of Times Square ... This time we party.,None
Oyster Creek Power Plant is on alert for flooding .... It 's about 80 miles away. Great. # Sandy,None
"I live at * * * * * * * * * * * * * ( Avenue C and 12th street ) there was a mandatory evacuation , however many of the elderly people did not leave because they could not walk down the stairs. Although lower Manhattan has power this building will be with out power and water for at least another week due to substantial flooding in the basement where the power box is located. If volunteers are available to bring water and food to those who can not leave their apartment. It would be greatly appreciated. I can 't do it by myself as I am a single female and the hallways/stairwells are pitch black and it feels unsafe to go alone. If you or any people you know can help it would be much appreciated. Please go in groups",Food
Ok now the power is out so I am going to conserve power and be offline for a bit # SandySucks,Energy
clothing nonperishable food baby supplies hygiene products,Food
